Exp,Part,Stim,time,xL,yL,xL_pro,yL_pro,xR,yR,xR_pro,yR_pro,xF,yF,xF_pro,yF_pro
DemoMS,1765817505,75.jpg,1765817606.195998,239.2534882548711,248.2602761827539,0.265837209172079,0.275844751314171,200.49991059831075,178.61910223835883,0.2227776784425675,0.19846566915373204,219.8766994265909,213.43968921055637,0.24430744380732322,0.23715521023395153
DemoMS,1765817505,75.jpg,1765817606.3285272,243.36322539011223,248.11235838147678,0.27040358376679136,0.27568039820164086,206.8863157573213,186.99902141172043,0.22987368417480145,0.20777669045746716,225.12477057371677,217.5556898965986,0.25013863397079644,0.241728544329554
DemoMS,1765817505,75.jpg,1765817606.394902,229.15662244900662,253.97991507452213,0.25461846938778515,0.2821999056383579,211.95598715727397,189.1027170728052,0.23550665239697108,0.21011413008089466,220.55630480314028,221.54131607366367,0.2450625608923781,0.2461570178596263
DemoMS,1765817505,75.jpg,1765817606.52639,221.7529121661031,265.72338211287007,0.24639212462900345,0.29524820234763344,196.55418193374567,194.43179925569433,0.21839353548193963,0.21603533250632703,209.15354704992438,230.0775906842822,0.23239283005547154,0.25564176742698025
DemoMS,1765817505,75.jpg,1765817606.592662,208.86081567412415,256.5715939487848,0.23206757297124905,0.2850795488319831,178.94100108648104,195.26604942468958,0.1988233345405345,0.216962277138544,193.9009083803026,225.9188216867372,0.2154454537558918,0.2510209129852636
DemoMS,1765817505,75.jpg,1765817606.724322,206.9380922446571,261.99570524692496,0.22993121360517454,0.29110633916324996,186.62201953337535,191.9761098664373,0.20735779948152816,0.2133067887404859,196.78005588901624,226.98590755668113,0.21864450654335138,0.2522065639518679
DemoMS,1765817505,75.jpg,1765817606.790972,209.85833776982386,260.7733818555801,0.23317593085535984,0.28974820206175567,195.47045689466404,194.2912287832508,0.2171893965496267,0.2158791430925009,202.66439733224394,227.53230531941546,0.22518266370249326,0.2528136725771283
DemoMS,1765817505,75.jpg,1765817606.9224892,221.50008360100267,244.45035519282902,0.24611120400111408,0.27161150576981,205.34901665054247,182.86838610255023,0.2281655740561583,0.20318709566950025,213.42455012577256,213.65937064768963,0.23713838902863618,0.23739930071965515
DemoMS,1765817505,75.jpg,1765817606.988395,238.21736205228217,235.9933405509924,0.26468595783586907,0.262214822834436,215.45115763410934,172.6780137057686,0.23939017514901037,0.19186445967307622,226.83425984319575,204.3356771283805,0.2520380664924397,0.2270396412537561
DemoMS,1765817505,75.jpg,1765817607.1206841,260.13662850914136,227.92899984818365,0.2890406983434904,0.2532544442757596,240.0196638031216,165.07587674016798,0.26668851533680177,0.18341764082240888,250.07814615613148,196.50243829417582,0.2778646068401461,0.21833604254908423
DemoMS,1765817505,75.jpg,1765817607.186958,258.66959780191434,224.7260305062146,0.28741066422434924,0.24969558945134956,232.521366424912,147.09915023300988,0.2583570738054578,0.16344350025889987,245.59548211341317,185.91259036961225,0.2728838690149035,0.20656954485512471
DemoMS,1765817505,75.jpg,1765817607.3169549,268.6984544537071,201.13281754118594,0.29855383828189674,0.22348090837909548,210.909899212793,111.2539649752685,0.23434433245865888,0.12361551663918723,239.80417683325004,156.19339125822722,0.26644908537027784,0.17354821250914135
DemoMS,1765817505,75.jpg,1765817607.3846002,280.87127844458945,188.63782866669573,0.31207919827176606,0.2095975874074397,239.46756424920295,115.9941991746378,0.2660750713880033,0.12888244352737532,260.16942134689623,152.31601392066676,0.2890771348298847,0.16924001546740752
DemoMS,1765817505,75.jpg,1765817607.5168698,277.3926902724475,210.68376478854185,0.30821410030271945,0.23409307198726872,274.54886931670285,124.28570226778578,0.3050542992407809,0.1380952247419842,275.97077979457515,167.48473352816382,0.30663419977175016,0.18609414836462645
DemoMS,1765817505,75.jpg,1765817607.582467,289.25918692425915,188.85767536576924,0.32139909658251015,0.20984186151752138,269.137592749135,83.1393699670212,0.2990417697212611,0.09237707774113466,279.19838983669706,135.99852266639522,0.31022043315188563,0.15110946962932803
