Exp,Part,Stim,time,x,y,x_pro,y_pro
DemoMS,1765812694,75manipulated2.jpg,1765812794.03392,184.61695346822762,332.5390757809255,0.2051299482980307,0.3694878619788061
DemoMS,1765812694,75manipulated2.jpg,1765812794.099814,242.14042845827862,405.0062127835854,0.2690449205091985,0.45000690309287267
DemoMS,1765812694,75manipulated2.jpg,1765812794.198869,204.55747432340831,511.5018245991978,0.2272860825815648,0.5683353606657753
DemoMS,1765812694,75manipulated2.jpg,1765812794.298062,255.3335470056054,217.68028679938016,0.2837039411173393,0.2418669853326446
DemoMS,1765812694,75manipulated2.jpg,1765812794.394933,259.2857117270769,273.3683410566441,0.2880952352523076,0.303742601174049
DemoMS,1765812694,75manipulated2.jpg,1765812794.528333,264.1333425849607,178.98790806638044,0.29348149176106747,0.19887545340708937
DemoMS,1765812694,75manipulated2.jpg,1765812794.5950458,235.8444802703243,-282.47705670647633,0.26204942252258256,-0.31386339634052923
DemoMS,1765812694,75manipulated2.jpg,1765812794.694048,270.31936285609936,-385.3538674754486,0.30035484761788817,-0.4281709638616096
DemoMS,1765812694,75manipulated2.jpg,1765812794.825509,235.75063538029826,-82.4130372095301,0.2619451504225536,-0.09157004134392234
DemoMS,1765812694,75manipulated2.jpg,1765812794.8918169,224.3149346752698,-82.95711161583927,0.24923881630585534,-0.09217456846204362
DemoMS,1765812694,75manipulated2.jpg,1765812794.990038,232.72849954292906,-482.79195068675597,0.2585872217143656,-0.5364355007630622
DemoMS,1765812694,75manipulated2.jpg,1765812795.155255,163.41618459208075,-392.10905110223257,0.18157353843564528,-0.4356767234469251
DemoMS,1765812694,75manipulated2.jpg,1765812795.2215638,112.85663571334953,-464.55018644339634,0.1253962619037217,-0.5161668738259959
DemoMS,1765812694,75manipulated2.jpg,1765812795.320699,83.63499317706464,-678.9565525086302,0.0929277701967385,-0.7543961694540336
DemoMS,1765812694,75manipulated2.jpg,1765812795.4205801,35.530471052485154,-534.348124143901,0.03947830116942795,-0.5937201379376678
DemoMS,1765812694,75manipulated2.jpg,1765812795.5192819,63.80286952875031,-550.3819542841322,0.070892077254167,-0.611535504760147
DemoMS,1765812694,75manipulated2.jpg,1765812795.65042,32.646060196331746,-427.00091629576104,0.03627340021814639,-0.47444546255084563
DemoMS,1765812694,75manipulated2.jpg,1765812795.71706,-22.389787758437706,-239.13152637160465,-0.024877541953819672,-0.2657016959684496
DemoMS,1765812694,75manipulated2.jpg,1765812795.8159082,5.780599456196796,-389.95346292205545,0.006422888284663107,-0.4332816254689505
DemoMS,1765812694,75manipulated2.jpg,1765812795.947047,19.96195579277537,-568.3362354497074,0.022179950880861523,-0.6314847060552304
DemoMS,1765812694,75manipulated2.jpg,1765812796.013803,-32.870100473269304,-375.2044858196132,-0.036522333859188114,-0.41689387313290355
DemoMS,1765812694,75manipulated2.jpg,1765812796.112106,-30.982805858804568,-243.793472424911,-0.03442533984311619,-0.2708816360276789
DemoMS,1765812694,75manipulated2.jpg,1765812796.212279,137.93749804150957,-116.07525342014424,0.1532638867127884,-0.12897250380016026
DemoMS,1765812694,75manipulated2.jpg,1765812796.310818,87.33818674458144,-50.11473430662522,0.0970424297162016,-0.05568303811847247
DemoMS,1765812694,75manipulated2.jpg,1765812796.4426088,276.4659717552322,-611.3719055861316,0.3071844130613691,-0.679302117317924
DemoMS,1765812694,75manipulated2.jpg,1765812796.509037,205.07361530459912,-551.1117463675104,0.2278595725606657,-0.6123463848527892
DemoMS,1765812694,75manipulated2.jpg,1765812796.6082282,145.45641756432178,-394.9591387752241,0.16161824173813533,-0.4388434875280268
DemoMS,1765812694,75manipulated2.jpg,1765812796.739599,-37.35345035383034,28.114536441565633,-0.04150383372647815,0.031238373823961815
DemoMS,1765812694,75manipulated2.jpg,1765812796.805794,128.43013110430365,-309.39824868370397,0.1427001456714485,-0.3437758318707822
DemoMS,1765812694,75manipulated2.jpg,1765812796.9042401,104.52948463802932,-169.09383404980508,0.11614387182003258,-0.18788203783311674
DemoMS,1765812694,75manipulated2.jpg,1765812797.004292,37.136777804823396,-3.4253177440382387,0.041263086449803775,-0.003805908604486932
