t_pc,t_mcu_ms,gx_raw,gy_raw,gz_raw
1771261121.538971,7385,0.0213803,-0.0331394,-0.0116064
1771261121.539192,7400,0.0253509,-0.0346666,-0.0137445
1771261121.539407,7414,0.0261145,-0.0316123,-0.01237
1771261121.539606,7427,0.0235183,-0.0314596,-0.0142026
1771261121.539806,7441,0.0233656,-0.0322231,-0.0106901
1771261121.5400288,7456,0.0256563,-0.0340557,-0.0137445
1771261121.5402188,7469,0.0238237,-0.029627,-0.0125227
1771261121.5403972,7483,0.022602,-0.0308487,-0.01237
1771261121.540586,7497,0.0239765,-0.0323759,-0.010232
1771261121.540908,7511,0.0245873,-0.0354302,-0.013439
1771261121.543485,7525,0.0212276,-0.0335976,-0.0119119
1771261121.5573099,7539,0.0218384,-0.0355829,-0.0142026
1771261121.571171,7552,0.0273362,-0.0351248,-0.0166461
1771261121.585109,7567,0.025809,-0.0320704,-0.0157298
1771261121.59905,7581,0.0227547,-0.0302378,-0.0157298
1771261121.613056,7594,0.0251982,-0.0325286,-0.0157298
1771261121.626889,7609,0.0277944,-0.0302378,-0.00916297
1771261121.640783,7623,0.0216857,-0.0310014,-0.00901026
1771261121.65472,7636,0.0209221,-0.0332921,-0.00962113
1771261121.6686468,7650,0.0262672,-0.0343612,-0.011301
1771261121.682614,7665,0.0248928,-0.0342084,-0.0142026
1771261121.6965718,7678,0.0242819,-0.0323759,-0.0154243
1771261121.710678,7692,0.0245873,-0.0345139,-0.014508
1771261121.7265038,7706,0.025809,-0.033903,-0.0154243
1771261121.740648,7722,0.0227547,-0.0299324,-0.0129809
1771261121.754665,7736,0.0230602,-0.0305433,-0.0151189
1771261121.768616,7750,0.0262672,-0.0314596,-0.0137445
1771261121.782615,7764,0.0233656,-0.0351248,-0.011301
1771261121.79647,7778,0.021533,-0.0355829,-0.0100793
1771261121.810456,7792,0.025809,-0.0342084,-0.00916297
1771261121.8244019,7805,0.0273362,-0.030696,-0.0111483
1771261121.8383412,7820,0.0222966,-0.0288634,-0.0148135
1771261121.852347,7834,0.0227547,-0.0290161,-0.0135917
1771261121.866209,7847,0.0255036,-0.0308487,-0.0125227
1771261121.880148,7862,0.0242819,-0.030696,-0.0108429
1771261121.894089,7876,0.0221439,-0.0303905,-0.00702495
1771261121.907989,7889,0.0238237,-0.034972,-0.0103847
1771261121.921929,7903,0.0251982,-0.0340557,-0.0122173
1771261121.935824,7918,0.0230602,-0.0314596,-0.0128282
1771261121.949746,7931,0.023671,-0.0322231,-0.0135917
1771261121.9636412,7945,0.0262672,-0.0323759,-0.0142026
1771261121.977576,7959,0.02474,-0.0271835,-0.0106901
1771261121.99154,7973,0.0227547,-0.0297797,-0.0114537
1771261122.0054772,7987,0.0227547,-0.0310014,-0.0100793
1771261122.0192482,8001,0.0256563,-0.0320704,-0.0120646
1771261122.033225,8014,0.0219911,-0.0331394,-0.0158825
1771261122.0474901,8029,0.0248928,-0.0319177,-0.0100793
1771261122.061311,8043,0.0271835,-0.0340557,-0.0122173
1771261122.0749571,8056,0.0271835,-0.0331394,-0.0138972
1771261122.088872,8071,0.022602,-0.0320704,-0.0140499
1771261122.102797,8085,0.0238237,-0.0314596,-0.0117592
1771261122.11687,8098,0.0261145,-0.0302378,-0.0129809
1771261122.130839,8112,0.0241292,-0.0316123,-0.0151189
1771261122.144756,8127,0.0222966,-0.0316123,-0.01237
1771261122.158676,8140,0.0256563,-0.0329867,-0.011301
1771261122.1745129,8154,0.025809,-0.0331394,-0.0137445
1771261122.188591,8170,0.0219911,-0.0300851,-0.00992656
1771261122.2024891,8184,0.0255036,-0.0331394,-0.01237
1771261122.2165859,8198,0.0267254,-0.0323759,-0.0140499
1771261122.230489,8212,0.022602,-0.0308487,-0.0128282
1771261122.244519,8226,0.0218384,-0.0314596,-0.0125227
1771261122.258506,8240,0.0268781,-0.0343612,-0.013439
1771261122.272438,8254,0.0250455,-0.0323759,-0.0128282
1771261122.286504,8268,0.0227547,-0.0299324,-0.00962113
1771261122.3003368,8282,0.0255036,-0.0322231,-0.0106901
1771261122.314246,8296,0.0271835,-0.0308487,-0.00992656
1771261122.32815,8309,0.0229074,-0.0314596,-0.0137445
1771261122.342082,8324,0.0222966,-0.030696,-0.011301
1771261122.3560371,8338,0.0248928,-0.0316123,-0.0111483
1771261122.369948,8351,0.0248928,-0.0323759,-0.0142026
1771261122.3839412,8365,0.0222966,-0.030696,-0.0125227
1771261122.397901,8380,0.025809,-0.0340557,-0.0137445
1771261122.411903,8393,0.0268781,-0.0332921,-0.0132863
1771261122.4257522,8407,0.0261145,-0.0316123,-0.0125227
1771261122.4396129,8422,0.0238237,-0.0310014,-0.0116064
1771261122.453567,8435,0.0259618,-0.0316123,-0.0109956
1771261122.467444,8449,0.0242819,-0.0310014,-0.0126754
1771261122.48138,8463,0.0229074,-0.030696,-0.0131336
1771261122.495357,8477,0.0222966,-0.0310014,-0.010232
1771261122.5093372,8491,0.0261145,-0.0319177,-0.0114537
1771261122.523346,8505,0.0242819,-0.0300851,-0.00992656
1771261122.5373251,8518,0.023671,-0.0314596,-0.00916297
1771261122.551169,8533,0.0262672,-0.0311541,-0.00977384
1771261122.565042,8547,0.0264199,-0.0310014,-0.0114537
1771261122.5790322,8560,0.0221439,-0.0291688,-0.01237
1771261122.5927439,8574,0.0229074,-0.0311541,-0.0119119
1771261122.606619,8589,0.0267254,-0.0308487,-0.0103847
1771261122.620543,8602,0.0245873,-0.0311541,-0.011301
1771261122.636344,8616,0.0216857,-0.0335976,-0.0135917
1771261122.650385,8631,0.0261145,-0.0332921,-0.0129809
1771261122.664415,8646,0.0256563,-0.030696,-0.0106901
1771261122.678704,8660,0.0232129,-0.0329867,-0.0164934
1771261122.6924648,8673,0.0242819,-0.0316123,-0.0131336
1771261122.706323,8688,0.0251982,-0.0305433,-0.0122173
1771261122.720167,8702,0.0229074,-0.0310014,-0.0120646
1771261122.734022,8715,0.022602,-0.0323759,-0.0135917
1771261122.7480068,8729,0.0253509,-0.0335976,-0.0114537
1771261122.7621288,8744,0.0255036,-0.0314596,-0.0109956
1771261122.776046,8757,0.0230602,-0.0320704,-0.0137445
1771261122.789551,8771,0.0248928,-0.0335976,-0.0135917
1771261122.8034182,8785,0.0267254,-0.0326813,-0.0120646
1771261122.817408,8799,0.0232129,-0.0297797,-0.0119119
1771261122.831436,8813,0.0221439,-0.0314596,-0.013439
1771261122.8453472,8827,0.023671,-0.0325286,-0.0117592
1771261122.859288,8840,0.0255036,-0.030696,-0.0120646
1771261122.873211,8855,0.0224493,-0.031765,-0.014508
1771261122.887199,8869,0.0251982,-0.0326813,-0.0111483
1771261122.9011068,8882,0.025809,-0.0331394,-0.0125227
1771261122.915118,8896,0.0255036,-0.0325286,-0.0137445
1771261122.92917,8911,0.0218384,-0.0314596,-0.0122173
1771261122.943161,8924,0.023671,-0.0332921,-0.0114537
1771261122.957015,8938,0.02474,-0.0334449,-0.0160352
1771261122.970834,8952,0.022602,-0.0310014,-0.0137445
1771261122.984927,8966,0.0229074,-0.030696,-0.0119119
1771261122.998549,8980,0.0267254,-0.0322231,-0.0119119
1771261123.0124002,8994,0.0261145,-0.0303905,-0.01237
1771261123.026461,9008,0.0222966,-0.0308487,-0.0100793
1771261123.0404322,9022,0.0248928,-0.0314596,-0.0109956
1771261123.054276,9036,0.0255036,-0.0313068,-0.0116064
1771261123.068365,9049,0.021533,-0.0305433,-0.0114537
1771261123.084091,9064,0.0219911,-0.0320704,-0.0128282
1771261123.097924,9080,0.0264199,-0.032834,-0.0132863
1771261123.111915,9093,0.025809,-0.0302378,-0.0131336
1771261123.1260228,9107,0.0232129,-0.0320704,-0.01237
1771261123.140018,9122,0.0256563,-0.031765,-0.00992656
1771261123.153981,9135,0.0270308,-0.0303905,-0.00992656
1771261123.1679308,9149,0.0235183,-0.0305433,-0.0119119
1771261123.1819782,9164,0.0239765,-0.032834,-0.0129809
1771261123.195888,9177,0.0265726,-0.032834,-0.0140499
1771261123.20986,9191,0.02474,-0.031765,-0.0155771
1771261123.2237241,9205,0.0229074,-0.030696,-0.0128282
1771261123.237616,9219,0.0262672,-0.0322231,-0.0116064
1771261123.252063,9233,0.0267254,-0.0311541,-0.0116064
1771261123.2661319,9248,0.0227547,-0.032834,-0.0137445
1771261123.280074,9261,0.0239765,-0.0329867,-0.0125227
1771261123.293946,9275,0.0267254,-0.0331394,-0.0119119
1771261123.307842,9290,0.0238237,-0.0325286,-0.0132863
1771261123.3216472,9303,0.022602,-0.0302378,-0.011301
1771261123.335542,9317,0.0265726,-0.0334449,-0.0132863
1771261123.3495848,9331,0.0268781,-0.0335976,-0.0152716
1771261123.3635252,9345,0.0238237,-0.0305433,-0.0129809
1771261123.377504,9359,0.0242819,-0.0314596,-0.0100793
1771261123.391361,9373,0.0276416,-0.0331394,-0.013439
1771261123.405335,9386,0.0233656,-0.0302378,-0.0119119
1771261123.419339,9401,0.0219911,-0.0311541,-0.0109956
1771261123.433255,9415,0.0239765,-0.0305433,-0.00824668
1771261123.4471219,9428,0.0250455,-0.0310014,-0.0126754
1771261123.460922,9442,0.022602,-0.0316123,-0.0143553
1771261123.4748218,9457,0.0232129,-0.0314596,-0.0100793
1771261123.4887328,9470,0.025809,-0.032834,-0.0131336
1771261123.5026891,9484,0.025809,-0.0303905,-0.0119119
1771261123.51666,9498,0.0229074,-0.0316123,-0.0131336
1771261123.530627,9512,0.0251982,-0.0334449,-0.0114537
1771261123.546577,9526,0.0261145,-0.033903,-0.0138972
1771261123.560609,9542,0.0229074,-0.0287107,-0.00946841
1771261123.574579,9556,0.0230602,-0.0310014,-0.0114537
1771261123.588203,9570,0.0265726,-0.031765,-0.0132863
1771261123.60212,9584,0.0239765,-0.0303905,-0.0126754
1771261123.616128,9597,0.0216857,-0.031765,-0.0119119
1771261123.630124,9612,0.0245873,-0.0319177,-0.0108429
1771261123.644135,9626,0.0276416,-0.0303905,-0.0114537
1771261123.657909,9639,0.0235183,-0.0294742,-0.0116064
1771261123.67183,9654,0.0232129,-0.0308487,-0.0116064
1771261123.685908,9668,0.0264199,-0.0310014,-0.0103847
1771261123.699829,9681,0.0245873,-0.0310014,-0.0114537
1771261123.713814,9695,0.0216857,-0.0302378,-0.0105374
1771261123.7277188,9709,0.0248928,-0.0322231,-0.0114537
1771261123.741629,9723,0.0259618,-0.0348193,-0.014508
1771261123.7555358,9737,0.0221439,-0.0316123,-0.0148135
1771261123.769459,9751,0.0229074,-0.0300851,-0.010232
1771261123.7834592,9765,0.0265726,-0.0313068,-0.0109956
1771261123.797369,9779,0.0233656,-0.0308487,-0.0129809
1771261123.811368,9793,0.0227547,-0.031765,-0.0135917
1771261123.825202,9806,0.0270308,-0.0300851,-0.00901026
1771261123.839082,9821,0.0270308,-0.033903,-0.0131336
1771261123.853041,9835,0.0241292,-0.033903,-0.0151189
1771261123.866915,9848,0.0230602,-0.0320704,-0.01237
1771261123.8808231,9862,0.025809,-0.0331394,-0.013439
1771261123.894778,9877,0.0264199,-0.0305433,-0.0114537
1771261123.90878,9890,0.0206167,-0.0297797,-0.0114537
1771261123.922685,9904,0.0242819,-0.031765,-0.0143553
1771261123.936537,9918,0.025809,-0.0313068,-0.011301
1771261123.950476,9932,0.0251982,-0.0303905,-0.01237
1771261123.964428,9946,0.021533,-0.0329867,-0.0138972
1771261123.978445,9960,0.0261145,-0.0346666,-0.0149662
1771261123.994194,9973,0.025809,-0.033903,-0.0142026
1771261124.008338,9990,0.0216857,-0.031765,-0.0131336
1771261124.0223382,10004,0.0238237,-0.0337503,-0.0122173
1771261124.036329,10017,0.025809,-0.0299324,-0.0122173
1771261124.050187,10032,0.023671,-0.0320704,-0.0140499
1771261124.0641,10046,0.0213803,-0.0279471,-0.00885754
1771261124.0781062,10059,0.0256563,-0.0323759,-0.0117592
1771261124.092014,10074,0.025809,-0.0310014,-0.0131336
1771261124.105925,10088,0.0227547,-0.0311541,-0.0117592
1771261124.11974,10101,0.0242819,-0.031765,-0.0117592
1771261124.133779,10115,0.025809,-0.0316123,-0.00977384
1771261124.147847,10130,0.022602,-0.0313068,-0.0120646
1771261124.161802,10143,0.0222966,-0.0319177,-0.0117592
1771261124.175806,10157,0.0259618,-0.032834,-0.0142026
1771261124.189742,10172,0.0259618,-0.029627,-0.0142026
1771261124.203727,10185,0.0232129,-0.0299324,-0.0149662
1771261124.217676,10199,0.0250455,-0.0310014,-0.0103847
1771261124.231658,10214,0.0264199,-0.0302378,-0.0074831
1771261124.2455401,10227,0.0219911,-0.0320704,-0.0117592
1771261124.259613,10241,0.021533,-0.0325286,-0.0111483
1771261124.273559,10255,0.0242819,-0.0334449,-0.0137445
1771261124.287541,10269,0.0250455,-0.031765,-0.0142026
1771261124.3014982,10283,0.0227547,-0.030696,-0.0166461
1771261124.315561,10297,0.0251982,-0.032834,-0.0116064
1771261124.3294458,10311,0.0262672,-0.0303905,-0.0109956
1771261124.343484,10325,0.0241292,-0.0288634,-0.00916297
1771261124.357344,10339,0.0235183,-0.0320704,-0.0114537
1771261124.371256,10352,0.0253509,-0.0346666,-0.01237
1771261124.385577,10367,0.0248928,-0.0314596,-0.0122173
1771261124.399271,10380,0.022602,-0.0305433,-0.0120646
1771261124.413098,10394,0.0229074,-0.0316123,-0.0120646
1771261124.426996,10409,0.0271835,-0.0323759,-0.0131336
1771261124.442844,10422,0.0248928,-0.0291688,-0.0100793
1771261124.456954,10438,0.0244346,-0.032834,-0.0138972
1771261124.470952,10452,0.0259618,-0.0343612,-0.0152716
1771261124.485023,10466,0.0242819,-0.0319177,-0.0157298
1771261124.498946,10480,0.0238237,-0.0334449,-0.0151189
1771261124.512835,10494,0.0230602,-0.0329867,-0.0120646
1771261124.526858,10508,0.0259618,-0.0326813,-0.0122173
1771261124.540707,10522,0.0242819,-0.030696,-0.01237
1771261124.554705,10536,0.0241292,-0.0334449,-0.0125227
1771261124.5686269,10550,0.0264199,-0.033903,-0.013439
1771261124.58261,10564,0.0262672,-0.0332921,-0.0152716
1771261124.596461,10578,0.0219911,-0.0323759,-0.0143553
1771261124.610389,10591,0.0244346,-0.030696,-0.0120646
1771261124.624334,10606,0.0256563,-0.0332921,-0.0161879
1771261124.638033,10620,0.0238237,-0.0329867,-0.0157298
1771261124.651874,10633,0.0209221,-0.031765,-0.0128282
1771261124.6658618,10647,0.0261145,-0.0343612,-0.0126754
1771261124.679732,10662,0.0261145,-0.0311541,-0.0108429
1771261124.693642,10675,0.0218384,-0.0316123,-0.00992656
1771261124.707665,10689,0.0245873,-0.0342084,-0.00595593
1771261124.7216818,10703,0.0259618,-0.0325286,-0.0103847
1771261124.735617,10717,0.0233656,-0.0300851,-0.0128282
1771261124.7494988,10731,0.0233656,-0.0310014,-0.0175624
1771261124.763653,10745,0.0276416,-0.0343612,-0.0128282
1771261124.777641,10759,0.0255036,-0.0294742,-0.0109956
1771261124.791577,10773,0.0224493,-0.0305433,-0.00778853
1771261124.805486,10787,0.023671,-0.0346666,-0.0116064
1771261124.819396,10800,0.0255036,-0.0348193,-0.0111483
1771261124.833359,10815,0.0250455,-0.0308487,-0.0108429
1771261124.8472052,10829,0.0232129,-0.0323759,-0.0126754
1771261124.8611479,10842,0.0222966,-0.0311541,-0.0158825
1771261124.875117,10856,0.0230602,-0.0303905,-0.0140499
1771261124.888739,10871,0.0242819,-0.0290161,-0.0143553
1771261124.904706,10884,0.0227547,-0.0305433,-0.00839939
1771261124.9186912,10900,0.0267254,-0.0337503,-0.0117592
1771261124.9327722,10915,0.0255036,-0.0366519,-0.0117592
1771261124.9469912,10928,0.023671,-0.0335976,-0.0125227
1771261124.960922,10942,0.0239765,-0.0351248,-0.0125227
1771261124.974907,10957,0.0251982,-0.0287107,-0.0129809
1771261124.988837,10970,0.0232129,-0.0291688,-0.0138972
1771261125.0027,10984,0.0230602,-0.030696,-0.010232
1771261125.016702,10998,0.0273362,-0.0316123,-0.0126754
1771261125.030685,11012,0.0248928,-0.0335976,-0.0169515
1771261125.044605,11026,0.022602,-0.0322231,-0.00916297
1771261125.0585148,11040,0.0241292,-0.0342084,-0.0108429
1771261125.0724428,11054,0.0253509,-0.0322231,-0.00946841
1771261125.0864089,11068,0.0222966,-0.0305433,-0.0129809
1771261125.100341,11082,0.0229074,-0.0297797,-0.0108429
1771261125.114336,11095,0.0274889,-0.031765,-0.0148135
1771261125.1284218,11110,0.0245873,-0.0319177,-0.0149662
1771261125.1422248,11124,0.0224493,-0.0319177,-0.0128282
