t_pc,t_mcu_ms,gx_raw,gy_raw,gz_raw
1771261157.483196,43464,0.0233656,-0.032834,-0.0148135
1771261157.497207,43479,0.0221439,-0.0322231,-0.0135917
1771261157.511189,43493,0.0259618,-0.0319177,-0.0122173
1771261157.5249548,43506,0.0259618,-0.032834,-0.014508
1771261157.538999,43520,0.0235183,-0.0320704,-0.0149662
1771261157.552903,43535,0.0241292,-0.030696,-0.0126754
1771261157.5666711,43548,0.0259618,-0.0310014,-0.0108429
1771261157.581085,43562,0.0233656,-0.0316123,-0.0146608
1771261157.5949361,43577,0.0216857,-0.032834,-0.0148135
1771261157.609005,43590,0.0241292,-0.031765,-0.00992656
1771261157.6228201,43604,0.025809,-0.0299324,-0.00839939
1771261157.636854,43619,0.0224493,-0.0319177,-0.0125227
1771261157.650671,43632,0.02474,-0.0303905,-0.00702495
1771261157.664525,43646,0.0268781,-0.0311541,-0.00901026
1771261157.6784792,43661,0.025809,-0.0323759,-0.0125227
1771261157.692538,43674,0.0221439,-0.0288634,-0.0122173
1771261157.706461,43688,0.0242819,-0.030696,-0.0129809
1771261157.7203908,43703,0.0253509,-0.0320704,-0.014508
1771261157.734359,43716,0.0230602,-0.0319177,-0.0148135
1771261157.748257,43730,0.0222966,-0.0332921,-0.0151189
1771261157.7623549,43744,0.0270308,-0.0342084,-0.0128282
1771261157.7763898,43758,0.0255036,-0.0323759,-0.00931569
1771261157.790318,43772,0.0224493,-0.0331394,-0.0116064
1771261157.806269,43786,0.0245873,-0.0332921,-0.010232
1771261157.820427,43801,0.0250455,-0.0310014,-0.0142026
1771261157.834341,43816,0.0222966,-0.0290161,-0.0126754
1771261157.8485582,43830,0.0232129,-0.0288634,-0.0143553
1771261157.8622952,43844,0.0270308,-0.032834,-0.0138972
1771261157.876302,43858,0.0255036,-0.0326813,-0.0143553
1771261157.890311,43872,0.0238237,-0.0343612,-0.011301
1771261157.9041522,43885,0.0262672,-0.0364992,-0.0132863
1771261157.917886,43900,0.025809,-0.0384845,-0.0164934
1771261157.932251,43914,0.0219911,-0.0288634,-0.00855211
1771261157.946166,43927,0.0233656,-0.0316123,-0.0100793
1771261157.96013,43942,0.025809,-0.0320704,-0.0131336
1771261157.974048,43956,0.0245873,-0.0305433,-0.0114537
1771261157.9877279,43969,0.0218384,-0.0299324,-0.0116064
1771261158.001724,43983,0.02474,-0.0329867,-0.0137445
1771261158.0159402,43998,0.0280998,-0.033903,-0.0135917
1771261158.029857,44011,0.0222966,-0.0319177,-0.0116064
1771261158.0437398,44025,0.022602,-0.0334449,-0.00977384
1771261158.057523,44040,0.0261145,-0.0357356,-0.01237
1771261158.071572,44053,0.0235183,-0.0319177,-0.0143553
1771261158.085492,44067,0.0216857,-0.0316123,-0.0155771
1771261158.099333,44081,0.0242819,-0.0308487,-0.0129809
1771261158.1134799,44095,0.0267254,-0.0308487,-0.0137445
1771261158.127459,44109,0.0241292,-0.0291688,-0.0117592
1771261158.141356,44123,0.0238237,-0.0320704,-0.00839939
1771261158.15521,44136,0.0273362,-0.0346666,-0.0108429
1771261158.169049,44151,0.0264199,-0.0314596,-0.011301
1771261158.182965,44165,0.0218384,-0.0294742,-0.0108429
1771261158.196682,44178,0.02474,-0.0310014,-0.01237
1771261158.210958,44192,0.025809,-0.0305433,-0.0151189
1771261158.2248409,44207,0.0232129,-0.0287107,-0.0128282
1771261158.238561,44220,0.0216857,-0.0297797,-0.0119119
1771261158.252716,44234,0.025809,-0.0322231,-0.0111483
1771261158.268409,44249,0.0259618,-0.0320704,-0.0116064
1771261158.282738,44264,0.021533,-0.0302378,-0.0100793
1771261158.296879,44278,0.0229074,-0.0319177,-0.00916297
1771261158.310816,44293,0.0259618,-0.0314596,-0.0129809
1771261158.324712,44306,0.0221439,-0.0284052,-0.0122173
1771261158.3383412,44320,0.0216857,-0.0276416,-0.011301
1771261158.352313,44335,0.0285579,-0.0348193,-0.00870483
1771261158.3667378,44348,0.0224493,-0.0273362,-0.00962113
1771261158.380515,44362,0.0219911,-0.0319177,-0.0131336
1771261158.3945029,44377,0.0251982,-0.0316123,-0.0128282
1771261158.4085891,44390,0.0280998,-0.0331394,-0.0161879
1771261158.422225,44404,0.0219911,-0.0326813,-0.0120646
1771261158.4361842,44418,0.0207694,-0.0325286,-0.0109956
1771261158.450413,44432,0.0265726,-0.0348193,-0.0135917
1771261158.4642339,44446,0.0244346,-0.0297797,-0.0128282
1771261158.47858,44460,0.020464,-0.0297797,-0.0135917
1771261158.4924889,44474,0.025809,-0.030696,-0.0155771
1771261158.506309,44488,0.0279471,-0.0313068,-0.0154243
1771261158.52021,44502,0.0227547,-0.0308487,-0.0131336
1771261158.534135,44516,0.0224493,-0.0343612,-0.0100793
1771261158.548125,44530,0.0262672,-0.0355829,-0.0105374
1771261158.562162,44544,0.0239765,-0.0325286,-0.00977384
1771261158.5763788,44558,0.021533,-0.0322231,-0.0120646
1771261158.589972,44572,0.0255036,-0.0316123,-0.0128282
1771261158.603929,44586,0.0265726,-0.0311541,-0.0151189
1771261158.617877,44599,0.023671,-0.0271835,-0.0138972
1771261158.6320078,44614,0.0239765,-0.0308487,-0.014508
1771261158.645857,44628,0.0264199,-0.0320704,-0.0126754
1771261158.660001,44641,0.0232129,-0.0319177,-0.00839939
1771261158.673803,44656,0.021533,-0.032834,-0.0105374
1771261158.6878011,44670,0.0227547,-0.0348193,-0.0117592
1771261158.701681,44683,0.0255036,-0.0319177,-0.0119119
1771261158.717505,44697,0.0233656,-0.0308487,-0.0148135
1771261158.731411,44714,0.0235183,-0.0313068,-0.0138972
1771261158.7455392,44727,0.0250455,-0.0314596,-0.0126754
1771261158.759558,44741,0.0233656,-0.0299324,-0.0116064
1771261158.773408,44755,0.0222966,-0.0291688,-0.0103847
1771261158.787182,44769,0.0235183,-0.033903,-0.0143553
1771261158.801093,44783,0.0256563,-0.0335976,-0.0111483
1771261158.814997,44797,0.0227547,-0.0322231,-0.00962113
1771261158.8288572,44811,0.022602,-0.033903,-0.0117592
1771261158.842879,44825,0.0262672,-0.0329867,-0.0119119
1771261158.856748,44839,0.0255036,-0.033903,-0.0164934
1771261158.870633,44852,0.021533,-0.0291688,-0.0128282
1771261158.884616,44867,0.02474,-0.0303905,-0.0137445
1771261158.89864,44880,0.0264199,-0.0313068,-0.0135917
1771261158.91255,44894,0.0238237,-0.0320704,-0.0142026
1771261158.926553,44909,0.0227547,-0.0329867,-0.0119119
1771261158.940453,44922,0.0256563,-0.0319177,-0.00580322
1771261158.9545112,44936,0.0244346,-0.0319177,-0.00794125
1771261158.968426,44950,0.0221439,-0.0313068,-0.01237
1771261158.982531,44964,0.023671,-0.031765,-0.0122173
1771261158.996406,44978,0.0265726,-0.0294742,-0.0126754
1771261159.010392,44992,0.0229074,-0.0285579,-0.0132863
1771261159.024411,45006,0.0221439,-0.0294742,-0.0117592
1771261159.0383701,45020,0.0251982,-0.0332921,-0.00809396
1771261159.052206,45034,0.0255036,-0.0311541,-0.00824668
1771261159.0661938,45048,0.0229074,-0.0310014,-0.00931569
1771261159.08006,45062,0.02474,-0.0346666,-0.00962113
1771261159.094102,45076,0.0267254,-0.0302378,-0.0161879
1771261159.107875,45089,0.021533,-0.0282525,-0.0148135
1771261159.121954,45103,0.021533,-0.0273362,-0.0149662
1771261159.135705,45118,0.025809,-0.0323759,-0.0120646
1771261159.149685,45131,0.0248928,-0.033903,-0.0116064
1771261159.163906,45145,0.0207694,-0.0326813,-0.00671952
1771261159.1798642,45160,0.022602,-0.0331394,-0.00839939
1771261159.19392,45175,0.0264199,-0.0320704,-0.0120646
1771261159.2077172,45189,0.0242819,-0.0288634,-0.0161879
1771261159.22155,45204,0.0229074,-0.0288634,-0.0131336
1771261159.2358022,45217,0.0256563,-0.030696,-0.0125227
1771261159.2498088,45231,0.0244346,-0.0299324,-0.0126754
1771261159.263781,45246,0.0224493,-0.0299324,-0.0108429
1771261159.277756,45259,0.0230602,-0.0310014,-0.00885754
1771261159.291656,45273,0.0265726,-0.034972,-0.0122173
1771261159.305535,45288,0.0244346,-0.0326813,-0.0117592
1771261159.319614,45301,0.0232129,-0.0331394,-0.0122173
1771261159.3340201,45315,0.0262672,-0.0325286,-0.0135917
1771261159.348005,45330,0.0233656,-0.0311541,-0.0166461
1771261159.361971,45343,0.0216857,-0.029627,-0.0152716
1771261159.3758788,45357,0.023671,-0.0308487,-0.0126754
1771261159.389533,45372,0.0261145,-0.031765,-0.011301
1771261159.4037812,45385,0.0239765,-0.0308487,-0.00931569
1771261159.417548,45399,0.0239765,-0.0334449,-0.00916297
1771261159.431705,45414,0.0261145,-0.0346666,-0.0109956
1771261159.445656,45427,0.0264199,-0.0313068,-0.0108429
1771261159.459692,45441,0.0224493,-0.0322231,-0.0149662
1771261159.473552,45455,0.02474,-0.031765,-0.0138972
1771261159.487221,45469,0.0264199,-0.0334449,-0.0152716
1771261159.501454,45483,0.0233656,-0.0310014,-0.0122173
1771261159.5153852,45497,0.0209221,-0.0314596,-0.0109956
1771261159.529273,45511,0.0270308,-0.0326813,-0.0122173
1771261159.5433002,45525,0.0261145,-0.0331394,-0.0122173
1771261159.557185,45539,0.0229074,-0.0322231,-0.0125227
1771261159.5710452,45552,0.0244346,-0.0374155,-0.010232
1771261159.5848188,45567,0.0245873,-0.0366519,-0.0116064
1771261159.599033,45581,0.0227547,-0.031765,-0.014508
1771261159.6129081,45594,0.022602,-0.0303905,-0.0151189
1771261159.6287959,45608,0.0250455,-0.0319177,-0.0181732
1771261159.642734,45625,0.0250455,-0.0316123,-0.014508
1771261159.6565719,45638,0.0219911,-0.0320704,-0.0109956
1771261159.670727,45652,0.0242819,-0.0329867,-0.00641408
1771261159.68467,45667,0.0267254,-0.0364992,-0.0105374
1771261159.69881,45680,0.020464,-0.0271835,-0.0131336
1771261159.712534,45694,0.0251982,-0.0308487,-0.0158825
1771261159.726495,45709,0.0256563,-0.029627,-0.0142026
1771261159.740615,45722,0.0284052,-0.0329867,-0.0177151
1771261159.754508,45736,0.0224493,-0.0311541,-0.0103847
1771261159.7684119,45750,0.0233656,-0.0352775,-0.0120646
1771261159.782388,45764,0.0262672,-0.0334449,-0.0111483
1771261159.796383,45778,0.0233656,-0.0335976,-0.0154243
1771261159.810323,45792,0.0218384,-0.0331394,-0.013439
1771261159.8242419,45806,0.0259618,-0.0351248,-0.0155771
1771261159.8380969,45820,0.025809,-0.0303905,-0.0120646
1771261159.851841,45834,0.0227547,-0.0280998,-0.00901026
1771261159.866106,45847,0.0235183,-0.0319177,-0.010232
1771261159.880032,45862,0.0259618,-0.0320704,-0.0137445
1771261159.893952,45876,0.0232129,-0.0302378,-0.0138972
1771261159.907912,45889,0.0230602,-0.0326813,-0.0148135
1771261159.9218938,45904,0.0259618,-0.0325286,-0.0126754
1771261159.935681,45918,0.0262672,-0.032834,-0.0119119
1771261159.9496992,45931,0.0221439,-0.0308487,-0.00870483
1771261159.96384,45946,0.0233656,-0.0313068,-0.00824668
1771261159.977754,45960,0.0253509,-0.0320704,-0.0135917
1771261159.991862,45973,0.0224493,-0.0291688,-0.0137445
1771261160.005582,45987,0.021533,-0.0314596,-0.0183259
1771261160.019676,46002,0.0264199,-0.0320704,-0.0142026
1771261160.033649,46015,0.0268781,-0.0319177,-0.0129809
1771261160.0475929,46029,0.021533,-0.0308487,-0.00839939
1771261160.061599,46044,0.0242819,-0.032834,-0.00824668
1771261160.077496,46057,0.0256563,-0.0335976,-0.00824668
1771261160.091538,46073,0.0230602,-0.0325286,-0.0154243
1771261160.105525,46088,0.0230602,-0.031765,-0.0157298
1771261160.1192122,46101,0.0265726,-0.0329867,-0.0152716
1771261160.1335108,46115,0.0265726,-0.0308487,-0.0129809
1771261160.147446,46129,0.021533,-0.0293215,-0.0116064
1771261160.1614668,46143,0.0253509,-0.0354302,-0.0111483
1771261160.175455,46157,0.0267254,-0.0331394,-0.00839939
1771261160.189384,46171,0.0235183,-0.0288634,-0.00702495
1771261160.203437,46185,0.0218384,-0.0311541,-0.0119119
1771261160.217202,46199,0.0259618,-0.0329867,-0.0151189
1771261160.231168,46213,0.0253509,-0.0323759,-0.0172569
1771261160.245381,46227,0.0227547,-0.0323759,-0.0180205
1771261160.258911,46241,0.02474,-0.0319177,-0.0114537
1771261160.273047,46255,0.0270308,-0.0326813,-0.0106901
1771261160.286718,46268,0.0224493,-0.0310014,-0.0108429
1771261160.300874,46283,0.021533,-0.031765,-0.0103847
1771261160.314979,46297,0.0248928,-0.034972,-0.0135917
1771261160.328914,46310,0.0245873,-0.0311541,-0.0137445
1771261160.34285,46325,0.022602,-0.0308487,-0.014508
1771261160.356847,46339,0.0251982,-0.0326813,-0.013439
1771261160.370734,46352,0.0264199,-0.0331394,-0.0137445
1771261160.384405,46366,0.0255036,-0.0326813,-0.0148135
1771261160.3986912,46380,0.022602,-0.0308487,-0.00870483
1771261160.4127162,46394,0.0244346,-0.0329867,-0.0100793
1771261160.4267268,46408,0.0242819,-0.0319177,-0.0131336
1771261160.440314,46422,0.0213803,-0.0303905,-0.0128282
1771261160.4543371,46436,0.0229074,-0.0331394,-0.0148135
