Exp,Part,Stim,time,xL,yL,xL_pro,yL_pro,xR,yR,xR_pro,yR_pro,xF,yF,xF_pro,yF_pro
DemoMS,1771287304,37.jpg,1771287451.3469708,446.1780640799444,247.65831564301175,0.4957534045332716,0.27517590627001304,16.674271039204427,195.16108140814072,0.018526967821338253,0.21684564600904524,231.42616755957442,221.40969852557623,0.25714018617730494,0.24601077613952915
DemoMS,1771287304,37.jpg,1771287451.5445461,453.5307841134651,240.85453702701068,0.5039230934594057,0.26761615225223406,84.61497097058952,181.61557278331054,0.09401663441176614,0.20179508087034503,269.0728775420273,211.2350549051606,0.2989698639355859,0.23470561656128958
DemoMS,1771287304,37.jpg,1771287451.7429912,475.20118777814474,226.27870011297148,0.5280013197534942,0.25142077790330164,102.83010315992385,178.05984789813726,0.11425567017769317,0.19784427544237473,289.0156454690343,202.16927400555437,0.3211284949655937,0.2246325266728382
DemoMS,1771287304,37.jpg,1771287451.941761,483.3180241387231,214.38277196637557,0.5370200268208034,0.23820307996263954,102.65837758207078,171.31906810435578,0.11406486398007865,0.19035452011595086,292.98820086039694,192.85092003536568,0.325542445400441,0.2142788000392952
DemoMS,1771287304,37.jpg,1771287452.1405818,486.82876983529036,203.36555965384912,0.5409208553725449,0.22596173294872124,90.59067943053367,173.11107141030777,0.10065631047837074,0.19234563490034198,288.709724632912,188.23831553207845,0.3207885829254578,0.2091536839245316
DemoMS,1771287304,37.jpg,1771287452.238228,485.6263667422204,206.3967802171528,0.5395848519358004,0.22932975579683645,92.51952644787877,173.89657235281936,0.10279947383097642,0.19321841372535484,289.0729465950496,190.14667628498609,0.3211921628833884,0.21127408476109566
DemoMS,1771287304,37.jpg,1771287452.337813,487.10475540599134,208.29426098711883,0.541227506006657,0.23143806776346537,96.95888794583777,174.25906732430838,0.10773209771759752,0.1936211859158982,292.03182167591456,191.2766641557136,0.32447980186212727,0.2125296268396818
DemoMS,1771287304,37.jpg,1771287452.436115,488.8150434463703,203.19168851984819,0.5431278260515225,0.22576854279983133,85.84069997222639,175.2961189005183,0.09537855552469598,0.19477346544502033,287.32787170929834,189.24390371018325,0.31925319078810926,0.21027100412242583
DemoMS,1771287304,37.jpg,1771287452.53566,490.38406285133294,201.49187049274485,0.5448711809459255,0.22387985610304983,81.23156937150259,176.21612229797722,0.09025729930166954,0.1957956914421969,285.80781611141776,188.85399639536104,0.3175642401237975,0.2098377737726234
DemoMS,1771287304,37.jpg,1771287452.635028,487.1294937432135,205.58957159232375,0.541254993048015,0.22843285732480417,87.6669972144972,175.77149577931834,0.09740777468277467,0.19530166197702037,287.39824547885536,190.68053368582105,0.31933138386539484,0.21186725965091227
DemoMS,1771287304,37.jpg,1771287452.733621,491.0955124099321,217.62651086411915,0.5456616804554801,0.24180723429346573,172.60844007429284,280.08679489783356,0.19178715563810317,0.31120754988648175,331.85197624211247,248.85665288097636,0.3687244180467916,0.2765073920899737
DemoMS,1771287304,37.jpg,1771287452.832129,512.0512321652358,433.2802938065828,0.5689458135169286,0.4814225486739809,137.76392268771622,294.2869507029094,0.15307102520857357,0.32698550078101046,324.907577426476,363.7836222547461,0.36100841936275113,0.40420402472749567
DemoMS,1771287304,37.jpg,1771287452.9311821,499.5279320471227,310.2069334011551,0.5550310356079141,0.34467437044572785,77.17050645975803,223.5400155610928,0.08574500717750892,0.24837779506788088,288.34921925344037,266.87347448112394,0.3203880213927115,0.29652608275680437
DemoMS,1771287304,37.jpg,1771287453.031181,488.5504619701886,246.89258282030244,0.542833846633543,0.2743250920225583,81.50160234504426,188.72651557955976,0.09055733593893807,0.20969612842173307,285.02603215761644,217.8095491999311,0.3166955912862405,0.24201061022214568
DemoMS,1771287304,37.jpg,1771287453.129219,488.11435450186787,218.97003109579953,0.5423492827798532,0.24330003455088836,83.26941256631824,180.47840441995038,0.09252156951813137,0.20053156046661152,285.69188353409305,199.72421775787495,0.3174354261489923,0.22191579750874996
DemoMS,1771287304,37.jpg,1771287453.228951,484.11228187303584,215.61822043185737,0.5379025354144843,0.2395758004798415,81.05693419735769,173.43194011713229,0.09006326021928632,0.19270215568570254,282.58460803519677,194.52508027449483,0.3139828978168853,0.21613897808277202
DemoMS,1771287304,37.jpg,1771287453.328487,484.6474406868607,205.08754361997262,0.5384971563187341,0.22787504846663625,81.76579745849801,168.8961267243493,0.09085088606499779,0.18766236302705477,283.20661907267936,186.99183517216096,0.31467402119186594,0.2077687057468455
DemoMS,1771287304,37.jpg,1771287453.426281,488.0531068675724,199.57662875155518,0.5422812298528582,0.2217518097239502,72.88931416609819,166.51729942500708,0.08098812685122021,0.1850192215833412,280.4712105168353,183.04696408828113,0.31163467835203923,0.2033855156536457
DemoMS,1771287304,37.jpg,1771287453.525692,482.76717639119624,200.50509540215387,0.5364079737679959,0.22278343933572653,84.01387542639338,163.8986325362854,0.09334875047377042,0.18210959170698376,283.3905259087948,182.20186396921963,0.3148783621208831,0.20244651552135515
DemoMS,1771287304,37.jpg,1771287453.625448,482.2435906709194,202.74025914743197,0.5358262118565771,0.22526695460825774,85.08656148941634,165.08524116348246,0.09454062387712926,0.18342804573720273,283.66507608016786,183.91275015545722,0.31518341786685317,0.20434750017273023
DemoMS,1771287304,37.jpg,1771287453.724179,484.1856033082346,201.05918769803282,0.5379840036758162,0.2233990974422587,85.52119779175416,164.86814351091368,0.09502355310194907,0.18318682612323742,284.8534005499944,182.96366560447325,0.31650377838888266,0.20329296178274806
DemoMS,1771287304,37.jpg,1771287453.8228061,483.13075380562657,200.48113661573177,0.5368119486729184,0.2227568184619242,99.84811727405202,161.58528289717435,0.11094235252672446,0.17953920321908262,291.4894355398393,181.03320975645306,0.3238771505998214,0.2011480108405034
DemoMS,1771287304,37.jpg,1771287453.922184,487.8352296055747,198.71495755566923,0.5420391440061941,0.22079439728407693,103.1443119820832,159.79001631809012,0.11460479109120356,0.1775444625756557,295.48977079382894,179.25248693687968,0.3283219675486988,0.1991694299298663
DemoMS,1771287304,37.jpg,1771287454.020462,486.15885870347677,193.54035433884633,0.5401765096705298,0.2150448381542737,102.08307513256648,162.09427305799636,0.11342563903618498,0.18010474784221817,294.1209669180216,177.81731369842134,0.32680107435335737,0.19757479299824593
DemoMS,1771287304,37.jpg,1771287454.1211672,489.1981522989855,192.0742890750297,0.5435535025544284,0.21341587675003298,96.84020636742378,163.3984868611102,0.10760022929713753,0.18155387429012246,293.01917933320465,177.73638796806995,0.32557686592578294,0.1974848755200777
DemoMS,1771287304,37.jpg,1771287454.25137,489.6408886150349,188.54891415451164,0.5440454317944832,0.20949879350501294,95.70704425850988,164.0229822779953,0.1063411602872332,0.18224775808666147,292.6739664367724,176.28594821625347,0.3251932960408582,0.1958732757958372
DemoMS,1771287304,95manipulated3.jpg,1771287458.8375459,366.23073508537,192.18425869897249,0.40692303898374443,0.21353806522108054,27.133206224017272,221.64367758731555,0.030148006915574746,0.24627075287479505,196.68197065469363,206.91396814314402,0.21853552294965958,0.2299044090479378
DemoMS,1771287304,95manipulated3.jpg,1771287458.938554,365.00028536152206,190.7744975493789,0.4055558726239134,0.21197166394375433,200.27336724111603,262.2419096307111,0.22252596360124005,0.291379899589679,282.63682630131905,226.508203590045,0.31404091811257673,0.2516757817667167
DemoMS,1771287304,95manipulated3.jpg,1771287459.0370822,483.0242337057267,296.23672228429893,0.536693593006363,0.32915191364922103,301.8448474075295,281.9653545571664,0.3353831637861439,0.31329483839685157,392.4345405566281,289.10103842073266,0.4360383783962535,0.3212233760230363
DemoMS,1771287304,95manipulated3.jpg,1771287459.13568,504.41342075746286,301.9207164836663,0.5604593563971809,0.33546746275962924,311.8867953580658,290.02519999188803,0.34654088373118425,0.3222502222132089,408.1501080577643,295.97295823777716,0.4535001200641826,0.32885884248641906
DemoMS,1771287304,95manipulated3.jpg,1771287459.235352,506.5755900154153,311.41877781951655,0.5628617666837947,0.34602086424390727,318.6608907754518,294.59519344987166,0.35406765641716864,0.32732799272207963,412.61824039543353,303.0069856346941,0.4584647115504817,0.33667442848299345
DemoMS,1771287304,95manipulated3.jpg,1771287459.333378,519.5008590781093,314.0804353903774,0.5772231767534548,0.3489782615448638,336.3611509845115,292.3546682889653,0.37373461220501275,0.3248385203210725,427.9310050313104,303.21755183967133,0.4754788944792338,0.33690839093296815
DemoMS,1771287304,95manipulated3.jpg,1771287459.4329898,532.8543713043786,313.9547501148619,0.5920604125604206,0.34883861123873544,320.82756470904235,297.4759917517223,0.35647507189893596,0.33052887972413586,426.84096800671045,305.7153709332921,0.47426774222967827,0.33968374548143565
DemoMS,1771287304,95manipulated3.jpg,1771287459.531271,531.9312165069107,318.63807677231546,0.5910346850076785,0.35404230752479493,320.67694650211445,298.61749547558145,0.3563077183356827,0.3317972171950905,426.30408150451257,308.62778612394845,0.47367120167168064,0.3429197623599427
DemoMS,1771287304,95manipulated3.jpg,1771287459.631084,533.7117794184722,323.07969715285446,0.5930130882427469,0.3589774412809494,319.0197858378134,301.51222754753564,0.35446642870868156,0.3350135861639285,426.3657826281428,312.29596235019505,0.47373975847571426,0.346995513722439
DemoMS,1771287304,95manipulated3.jpg,1771287459.7304268,531.9684296920558,327.93085517821976,0.5910760329911731,0.3643676168646886,317.99772125100674,305.17393089410723,0.3533308013900075,0.33908214543789694,424.98307547153127,316.5523930361635,0.4722034171905903,0.35172488115129275
DemoMS,1771287304,95manipulated3.jpg,1771287459.828125,532.2937940846592,332.1075186660711,0.5914375489829546,0.3690083540734123,323.7410356013871,304.38596043602445,0.35971226177931903,0.3382066227066938,428.0174148430232,318.24673955104777,0.47557490538113684,0.35360748839005307
DemoMS,1771287304,95manipulated3.jpg,1771287459.9283478,529.4677284499278,333.6407535286602,0.5882974760554753,0.37071194836517796,316.7333933074125,307.1625070965572,0.35192599256379165,0.3412916745517302,423.10056087867014,320.4016303126087,0.4701117343096335,0.3560018114584541
DemoMS,1771287304,95manipulated3.jpg,1771287460.0277262,528.4869650764786,337.4386579001449,0.587207738973865,0.3749318421112721,308.84373428916854,311.0606219892453,0.3431597047657428,0.3456229133213837,418.66534968282355,324.2496399446951,0.46518372186980395,0.3602773777163279
DemoMS,1771287304,95manipulated3.jpg,1771287460.1262321,525.7820259571023,339.44605657895283,0.584202251063447,0.37716228508772537,305.31912741177086,312.63726749976956,0.3392434749019676,0.34737474166641064,415.5505766844366,326.0416620393612,0.4617228629827073,0.362268513377068
DemoMS,1771287304,95manipulated3.jpg,1771287460.225612,525.1125622719985,335.56473885028856,0.5834584025244428,0.37284970983365395,309.9863742279541,311.8885542770031,0.3444293046977268,0.34654283808555897,417.5494682499763,323.72664656364583,0.4639438536110848,0.35969627395960646
DemoMS,1771287304,95manipulated3.jpg,1771287460.324758,529.0298235645115,339.7257614245874,0.5878109150716795,0.3774730682495416,324.8647348975875,312.0144388441903,0.360960816552875,0.3466827098268781,426.9472792310495,325.87010013438885,0.4743858658122772,0.3620778890382098
DemoMS,1771287304,95manipulated3.jpg,1771287460.4226701,524.5350515543685,339.4039988372559,0.5828167239492983,0.3771155542636177,300.02972854114444,315.35369976040965,0.33336636504571604,0.3503929997337885,412.28239004775645,327.3788492988328,0.45809154449750716,0.3637542769987031
DemoMS,1771287304,95manipulated3.jpg,1771287460.522211,535.1342669169105,333.8468535262401,0.5945936299076784,0.37094094836248903,309.5491663186814,314.4370535986676,0.3439435181318682,0.34937450399851955,422.34171661779595,324.14195356245386,0.4692685740197733,0.3601577261805043
DemoMS,1771287304,95manipulated3.jpg,1771287460.621504,546.9390663068342,332.1193204934076,0.6077100736742602,0.3690214672148973,297.01080830014973,318.6125160726086,0.3300120092223886,0.3540139067473429,421.97493730349197,325.3659182830081,0.4688610414483244,0.36151768698112013
DemoMS,1771287304,95manipulated3.jpg,1771287460.719841,533.7947991709829,336.6750165831055,0.5931053324122032,0.3740833517590061,291.1794568222641,319.3090442362085,0.3235327298025157,0.35478782692912053,412.4871279966235,327.992030409657,0.45831903110735944,0.36443558934406334
DemoMS,1771287304,95manipulated3.jpg,1771287460.820178,530.96749463042,340.0273298741846,0.5899638829226889,0.37780814430464954,296.7573756384555,316.03346650550145,0.3297304173760617,0.3511482961172238,413.86243513443776,328.030398189843,0.45984715014937527,0.3644782202109367
DemoMS,1771287304,95manipulated3.jpg,1771287460.950144,530.3956959086162,336.307745899962,0.5893285510095735,0.37367527322218,296.0726706934257,315.2229829057402,0.32896963410380636,0.35024775878415576,413.23418330102095,325.7653644028511,0.45914909255668995,0.3619615160031679
DemoMS,1771287304,95manipulated3.jpg,1771287461.148577,526.7302957236211,344.1593720065465,0.5852558841373567,0.38239930222949614,287.21561126462177,319.93243056375195,0.31912845696069086,0.35548047840416885,406.97295349412144,332.0459012851492,0.45219217054902383,0.3689398903168325
DemoMS,1771287304,95manipulated3.jpg,1771287461.3463092,523.5738494784638,350.9940355737705,0.5817487216427375,0.38999337285974495,279.53512146794776,319.50957046405097,0.31059457940883084,0.35501063384894554,401.5544854732058,335.2518030189107,0.44617165052578417,0.37250200335434525
DemoMS,1771287304,95manipulated3.jpg,1771287461.544241,526.6830415147348,347.0255729188465,0.5852033794608165,0.3855839699098294,293.343920758277,319.2587802240598,0.3259376897314189,0.3547319780267331,410.0134811365059,333.14217657145315,0.4555705345961177,0.37015797396828126
DemoMS,1771287304,95manipulated3.jpg,1771287461.7425559,522.2624882637832,348.9709858639725,0.5802916536264258,0.38774553984885834,283.17523435557007,319.8531948756482,0.31463914928396675,0.35539243875072024,402.71886130967664,334.41209036981036,0.44746540145519625,0.37156898929978927
DemoMS,1771287304,95manipulated3.jpg,1771287461.941459,521.30816860879,351.53005678179545,0.5792312984542111,0.3905889519797727,297.6427795139517,319.47899972616904,0.33071419945994635,0.35497666636241004,409.47547406137085,335.50452825398224,0.45497274895707873,0.37278280917109136
DemoMS,1771287304,27manipulated2.jpg,1771287468.836288,350.555652527545,251.4685706488413,0.38950628058616116,0.279409522943157,79.02907429262996,201.11605483727368,0.08781008254736662,0.2234622831525263,214.7923634100875,226.2923127430575,0.23865818156676388,0.25143590304784164
