Exp,Part,Stim,time,xL,yL,xL_pro,yL_pro,xR,yR,xR_pro,yR_pro,xF,yF,xF_pro,yF_pro
DemoMS,1771283781,18.jpg,1771283806.0715368,-933.9257612351258,-1118.9941486628977,-1.0376952902612508,-1.2433268318476642,1252.6184126452858,1469.096878453116,1.3917982362725398,1.6323298649479068,159.34632570508,175.05136489510915,0.17705147300564444,0.19450151655012127
DemoMS,1771283781,18.jpg,1771283806.171873,-959.6575224181953,-1117.6618169661233,-1.066286136020217,-1.2418464632956925,1241.5319088618758,1390.230843430143,1.3794798987354175,1.5447009371446034,140.93719322184023,136.28451323200989,0.15659688135760025,0.15142723692445542
DemoMS,1771283781,18.jpg,1771283806.271224,-808.3896636719847,-1083.7504323154517,-0.8982107374133164,-1.2041671470171686,1225.0643523322115,1290.4005939524814,1.3611826137024572,1.4337784377249794,208.33734433011335,103.32508081851483,0.23148593814457039,0.11480564535390538
DemoMS,1771283781,18.jpg,1771283806.371396,-730.1364414936753,-1023.1648683292133,-0.8112627127707503,-1.1368498536991258,1232.9801787718275,1312.5145618214701,1.3699779764131417,1.4583495131349669,251.42186863907608,144.67484674612842,0.27935763182119566,0.16074982971792048
DemoMS,1771283781,18.jpg,1771283806.470861,-745.8052631613001,-1037.681215922934,-0.8286725146236668,-1.1529791288032598,1228.4045709537081,1251.7816346604795,1.3648939677263423,1.3908684829560884,241.299653896204,107.05020936877281,0.2681107265513378,0.11894467707641423
DemoMS,1771283781,18.jpg,1771283806.56864,-750.482393353018,-1049.2264662063608,-0.8338693259477977,-1.1658071846737341,1181.3928946216993,1326.196054145863,1.312658771801888,1.473551171273181,215.45525063434064,138.48479396975108,0.23939472292704517,0.15387199329972343
DemoMS,1771283781,18.jpg,1771283806.668566,-446.1712891635026,-636.8494845820824,-0.4957458768483362,-0.7076105384245359,747.8643613676958,1215.9843384175383,0.830960401519662,1.3510937093528204,150.8465361020966,289.56742691772797,0.1676072623356629,0.32174158546414217
DemoMS,1771283781,18.jpg,1771283806.76764,224.65062892399044,-49.10068358104763,0.24961180991554494,-0.054556315090052925,1058.2108403758625,1526.5693128557323,1.1757898226398473,1.696188125395258,641.4307346499265,738.7343146373423,0.7127008162776961,0.8208159051526026
DemoMS,1771283781,18.jpg,1771283806.866506,-408.3141862449821,-602.0293435167187,-0.45368242916109125,-0.668921492796354,1154.1649745259451,1386.3881805036708,1.2824055272510502,1.5404313116707453,372.9253941404815,392.1794184934761,0.41436154904497946,0.43575490943719564
DemoMS,1771283781,18.jpg,1771283806.9647832,-636.9852501530996,-883.444265009146,-0.7077613890589995,-0.9816047388990511,1183.0664399582988,1320.5907816462313,1.314518266620332,1.4673230907180348,273.0405949025996,218.57325831854268,0.3033784387806662,0.24285917590949188
DemoMS,1771283781,18.jpg,1771283807.063853,-717.4775614211077,-992.6011980312906,-0.7971972904678974,-1.1028902200347672,1186.304967494099,1277.0780211744095,1.3181166305489989,1.4189755790826772,234.41370303649563,142.23841157155948,0.2604596700405507,0.15804267952395498
DemoMS,1771283781,18.jpg,1771283807.162878,-748.0635196750601,-1023.3993198928583,-0.8311816885278446,-1.1371103554365092,1188.703579491501,1265.4314148534777,1.3207817549905565,1.406034905392753,220.32002990822042,121.01604748030968,0.24480003323135602,0.13446227497812185
DemoMS,1771283781,18.jpg,1771283807.261376,-719.3234596949488,-994.9518271511588,-0.7992482885499431,-1.1055020301679541,1187.6215833667875,1263.845095405144,1.3195795370742083,1.404272328227938,234.14906183591933,134.44663412699265,0.2601656242621326,0.14938514902999184
DemoMS,1771283781,18.jpg,1771283807.3611479,-733.4505945960456,-1012.0457940098349,-0.8149451051067172,-1.1244953266775943,1197.4764343515653,1261.5601248650073,1.3305293715017392,1.4017334720722303,232.01291987775988,124.75716542758619,0.257792133197511,0.138619072697318
DemoMS,1771283781,18.jpg,1771283807.460153,-732.6249270419095,-1011.2800518708555,-0.8140276967132327,-1.1236445020787282,1201.7205320100352,1245.1709645545488,1.3352450355667058,1.3835232939494988,234.54780248406286,116.9454563418467,0.2606086694267365,0.12993939593538523
DemoMS,1771283781,18.jpg,1771283807.559486,-728.0333251500534,-1016.8372994520832,-0.8089259168333927,-1.1298192216134257,1198.6281773303076,1225.0490633344361,1.331809085922564,1.3611656259271512,235.2974260901271,104.10588194117645,0.26144158454458566,0.11567320215686272
DemoMS,1771283781,18.jpg,1771283807.690779,-738.5152085622113,-1032.5610279126413,-0.8205724539580126,-1.147290031014046,1178.021732090036,1200.240145316062,1.3089130356555956,1.333600161462291,219.75326176391235,83.8395587017103,0.2441702908487915,0.09315506522412256
DemoMS,1771283781,18.jpg,1771283807.789868,-734.0969493054246,-1046.8247831363096,-0.8156632770060273,-1.163138647929233,1188.4998363974892,1215.1913948524525,1.320555373774988,1.3502126609471694,227.2014435460323,84.18330585807144,0.2524460483844803,0.09353700650896826
DemoMS,1771283781,18.jpg,1771283807.888711,-755.3691168752167,-1074.2906331522863,-0.8392990187502408,-1.193656259058096,1180.4376517824653,1192.4810432840513,1.3115973908694059,1.3249789369822793,212.5342674536243,59.09520506588251,0.23614918605958254,0.06566133896209168
DemoMS,1771283781,18.jpg,1771283807.988362,-724.1031968272592,-1048.5214814110695,-0.8045591075858436,-1.1650238682345218,1194.2621505709649,1191.2644101965998,1.3269579450788498,1.3236271224406664,235.07947687185282,71.37146439276512,0.26119941874650315,0.07930162710307236
DemoMS,1771283781,18.jpg,1771283808.088041,-745.2097715815081,-1079.947065530967,-0.8280108573127868,-1.1999411839232965,1233.3354019378098,1194.14025855185,1.3703726688197886,1.3268225095020554,244.06281517815086,57.096596510441486,0.27118090575350096,0.06344066278937943
DemoMS,1771283781,18.jpg,1771283808.185853,-754.6683237416847,-1071.7896628535418,-0.838520359712983,-1.190877403170602,1230.5192190106745,1185.071598671204,1.3672435766785274,1.316746220745782,237.9254476344949,56.640967908831044,0.2643616084827721,0.06293440878759005
DemoMS,1771283781,18.jpg,1771283808.2849011,-745.5139854770324,-1062.5971320526987,-0.8283488727522582,-1.180663480058554,1207.1140551932208,1186.041956466348,1.3412378391035786,1.31782439607372,230.8000348580942,61.72241220682463,0.2564444831756602,0.06858045800758292
DemoMS,1771283781,18.jpg,1771283808.383832,-755.7766276282647,-1069.3338935308711,-0.8397518084758496,-1.1881487705898568,1181.449456571269,1208.57545917871,1.312721618412521,1.3428616213096778,212.8364144715021,69.6207828239194,0.23648490496833569,0.07735642535991044
DemoMS,1771283781,18.jpg,1771283808.4840882,-777.4360690060831,-1064.2567429403134,-0.8638178544512035,-1.1825074921559038,984.0391027523084,1322.082968268105,1.0933767808358983,1.46898107585345,103.30151687311263,128.91311266389584,0.11477946319234737,0.14323679184877317
DemoMS,1771283781,18.jpg,1771283808.582007,-219.39085230999547,-295.19604207382326,-0.24376761367777275,-0.32799560230424807,1087.373234006624,1473.9811909375167,1.2081924822295822,1.637756878819463,433.99119084831426,589.3925744318467,0.4822124342759047,0.6548806382576075
DemoMS,1771283781,18.jpg,1771283808.6805172,-488.61605663475086,-668.6467095409753,-0.5429067295941676,-0.7429407883788615,1159.5410091294139,1320.3410673718463,1.288378899032682,1.4670456304131625,335.4624762473315,325.8471789154355,0.37273608471925723,0.36205242101715057
DemoMS,1771283781,18.jpg,1771283808.780015,-657.6486768099286,-907.1762305782904,-0.7307207520110318,-1.007973589531434,1199.3969064001171,1255.6346107690897,1.3326632293334635,1.3951495675212109,270.8741147950943,174.22919009539964,0.30097123866121583,0.1935879889948885
DemoMS,1771283781,18.jpg,1771283808.879464,-707.7104056963336,-980.1529723876411,-0.7863448952181484,-1.0890588582084901,1215.5758665045355,1228.8706839657607,1.3506398516717062,1.3654118710730674,253.93273040410094,124.35885578905982,0.2821474782267788,0.13817650643228868
DemoMS,1771283781,18.jpg,1771283808.9786072,-763.6118397952661,-1058.2256451487065,-0.8484575997725179,-1.1758062723874516,1219.3837525771405,1212.7715799388625,1.3548708361968227,1.347523977709847,227.88595639093722,77.27296739507801,0.25320661821215246,0.08585885266119779
DemoMS,1771283781,18.jpg,1771283809.0772202,-780.3248478033212,-1053.2435884756615,-0.8670276086703569,-1.1702706538618461,1220.3720071005118,1204.2624995997376,1.3559688967783465,1.3380694439997085,220.02357964859533,75.50945556203806,0.24447064405399482,0.08389939506893117
DemoMS,1771283781,95manipulated3.jpg,1771283811.782449,-609.1824653184863,-725.5948416532501,-0.6768694059094292,-0.8062164907258335,1062.3497286860156,1178.1056916263587,1.1803885874289062,1.3090063240292875,226.58363168376468,226.25542498655432,0.2517595907597385,0.25139491665172703
DemoMS,1771283781,95manipulated3.jpg,1771283811.8819919,-603.8846943323838,-720.6061011476977,-0.6709829937026487,-0.8006734457196641,1057.856898037184,1162.791546248336,1.1753965533746489,1.2919906069425957,226.9861018524001,221.0927225503192,0.25220677983600015,0.24565858061146578
DemoMS,1771283781,95manipulated3.jpg,1771283811.981194,-525.2275924126093,-649.4123329864397,-0.5835862137917881,-0.7215692588738218,1027.5227302628052,1050.1192120927954,1.1416919225142281,1.1667991245475504,251.14756892509797,200.35343955317785,0.27905285436121996,0.2226149328368643
DemoMS,1771283781,95manipulated3.jpg,1771283812.07949,-384.55664960426793,-518.783969803113,-0.4272851662269644,-0.57642663311457,1025.1650592822643,1040.7767757711263,1.1390722880914048,1.156418639745696,320.3042048389982,260.99640298400664,0.35589356093222024,0.2899960033155629
DemoMS,1771283781,95manipulated3.jpg,1771283812.179261,-407.3494371542197,-540.0389370625398,-0.45261048572691076,-0.6000432634028221,995.9828284746905,1045.4358315202371,1.1066475871941004,1.1615953683558191,294.3166956602354,252.69844722884864,0.32701855073359487,0.2807760524764985
DemoMS,1771283781,95manipulated3.jpg,1771283812.278133,-419.4339693809047,-522.84176021446,-0.4660377437565608,-0.5809352891271777,966.4683178073965,1064.7828618339681,1.0738536864526627,1.183092068704409,273.5171742132459,270.97055080975406,0.303907971348051,0.3010783897886156
DemoMS,1771283781,95manipulated3.jpg,1771283812.3769112,-425.9611039162369,-531.0009882085487,-0.4732901154624854,-0.5900010980094986,979.1994556873774,1127.0642556763269,1.087999395208197,1.252293617418141,276.61917588557026,298.03163373388907,0.30735463987285583,0.3311462597043212
